AromaSense Herbal Analysis Data
Sample Name,lengkuas
Herbal Type,lengkuas
Export Date,2025-11-28T17:12:34.789826
Analysis Mode,Auto FSM
Total Data Points,7239
Final Duration,1809.50 s

Time (s),NO2 Sensor,Ethanol Sensor,VOC Sensor,CO Sensor,MiCS CO,MiCS Ethanol,MiCS VOC
462.250,0.94,0.75,0.34,0.07,2.24,1.41,0.63
462.500,0.94,0.75,0.34,0.07,2.31,1.47,0.65
462.750,0.94,0.75,0.34,0.07,2.31,1.47,0.65
463.000,0.94,0.75,0.34,0.07,2.31,1.47,0.65
463.250,0.94,0.75,0.34,0.07,2.31,1.47,0.65
463.500,0.94,0.75,0.34,0.07,2.31,1.47,0.65
463.750,0.94,0.75,0.34,0.07,2.31,1.47,0.65
464.000,0.94,0.75,0.34,0.07,2.31,1.47,0.65
464.250,0.94,0.75,0.34,0.07,2.31,1.47,0.65
464.500,0.94,0.75,0.34,0.07,2.38,1.53,0.67
464.750,0.94,0.75,0.34,0.07,2.31,1.47,0.65
465.000,0.94,0.75,0.35,0.07,2.31,1.47,0.65
465.250,0.94,0.75,0.34,0.07,2.31,1.47,0.65
465.500,0.94,0.75,0.35,0.07,2.31,1.47,0.65
465.750,0.94,0.75,0.35,0.07,2.24,1.41,0.63
466.000,0.94,0.75,0.35,0.07,2.31,1.47,0.65
466.250,0.94,0.75,0.35,0.07,2.31,1.47,0.65
466.500,0.94,0.75,0.35,0.07,2.17,1.36,0.61
466.750,0.94,0.75,0.35,0.07,2.31,1.47,0.65
467.000,0.94,0.75,0.35,0.07,2.31,1.47,0.65
467.250,0.94,0.75,0.35,0.07,2.31,1.47,0.65
467.500,0.94,0.75,0.35,0.07,2.31,1.47,0.65
467.750,0.94,0.75,0.35,0.07,2.31,1.47,0.65
468.000,0.94,0.75,0.35,0.07,2.31,1.47,0.65
468.250,0.94,0.75,0.35,0.07,2.31,1.47,0.65
468.500,0.94,0.75,0.35,0.07,2.31,1.47,0.65
468.750,0.94,0.75,0.35,0.07,2.31,1.47,0.65
469.000,0.94,0.75,0.35,0.07,2.24,1.41,0.63
469.250,0.94,0.75,0.35,0.07,2.31,1.47,0.65
469.500,0.94,0.75,0.35,0.07,2.31,1.47,0.65
469.750,0.94,0.75,0.35,0.07,2.31,1.47,0.65
470.000,0.94,0.75,0.35,0.07,2.31,1.47,0.65
470.250,0.94,0.75,0.35,0.07,2.31,1.47,0.65
470.500,0.94,0.75,0.35,0.07,2.24,1.41,0.63
470.750,0.94,0.75,0.35,0.07,2.31,1.47,0.65
471.000,0.94,0.75,0.35,0.07,2.31,1.47,0.65
471.250,0.94,0.75,0.35,0.07,2.31,1.47,0.65
471.500,0.94,0.75,0.35,0.07,2.31,1.47,0.65
471.750,0.94,0.75,0.35,0.07,2.31,1.47,0.65
472.000,0.94,0.75,0.35,0.07,2.31,1.47,0.65
472.250,0.94,0.75,0.35,0.07,2.31,1.47,0.65
472.500,0.94,0.75,0.35,0.07,2.31,1.47,0.65
472.750,0.94,0.75,0.35,0.07,2.31,1.47,0.65
473.000,0.94,0.75,0.35,0.07,2.31,1.47,0.65
473.250,0.94,0.75,0.35,0.07,2.31,1.47,0.65
473.500,0.94,0.75,0.35,0.07,2.31,1.47,0.65
473.750,0.94,0.75,0.35,0.07,2.31,1.47,0.65
474.000,0.94,0.75,0.35,0.07,2.31,1.47,0.65
474.250,0.94,0.75,0.35,0.07,2.31,1.47,0.65
474.500,0.94,0.75,0.35,0.07,2.31,1.47,0.65
474.750,0.94,0.75,0.35,0.07,2.31,1.47,0.65
475.000,0.94,0.75,0.35,0.07,2.31,1.47,0.65
475.250,0.94,0.75,0.35,0.07,2.31,1.47,0.65
475.500,0.94,0.75,0.35,0.07,2.31,1.47,0.65
475.750,0.94,0.75,0.35,0.07,2.31,1.47,0.65
476.000,0.94,0.75,0.35,0.07,2.31,1.47,0.65
476.250,0.94,0.75,0.35,0.07,2.31,1.47,0.65
476.500,0.94,0.75,0.35,0.07,2.31,1.47,0.65
476.750,0.94,0.75,0.35,0.07,2.31,1.47,0.65
477.000,0.94,0.75,0.35,0.07,2.31,1.47,0.65
477.250,0.94,0.75,0.35,0.07,2.31,1.47,0.65
477.500,0.94,0.75,0.35,0.07,2.31,1.47,0.65
477.750,0.94,0.75,0.35,0.07,2.31,1.47,0.65
478.000,0.94,0.75,0.35,0.07,2.38,1.53,0.67
478.250,0.94,0.75,0.35,0.07,2.38,1.53,0.67
478.500,0.94,0.75,0.35,0.07,2.31,1.47,0.65
478.750,0.94,0.75,0.35,0.07,2.38,1.53,0.67
479.000,0.94,0.75,0.35,0.07,2.31,1.47,0.65
479.250,0.94,0.76,0.35,0.07,2.31,1.47,0.65
479.500,0.94,0.75,0.35,0.07,2.31,1.47,0.65
479.750,0.94,0.75,0.35,0.07,2.31,1.47,0.65
480.000,0.94,0.76,0.35,0.07,2.38,1.53,0.67
480.250,0.94,0.75,0.35,0.07,2.31,1.47,0.65
480.500,0.94,0.75,0.35,0.07,2.31,1.47,0.65
480.750,0.94,0.75,0.35,0.07,2.38,1.53,0.67
481.000,0.94,0.75,0.35,0.07,2.31,1.47,0.65
481.250,0.94,0.75,0.35,0.07,2.24,1.41,0.63
481.500,0.94,0.75,0.35,0.07,2.38,1.53,0.67
481.750,0.94,0.75,0.35,0.07,2.31,1.47,0.65
482.000,0.94,0.75,0.35,0.07,2.38,1.53,0.67
482.250,0.94,0.75,0.35,0.07,2.38,1.53,0.67
482.500,0.94,0.75,0.35,0.07,2.38,1.53,0.67
482.750,0.94,0.75,0.35,0.07,2.38,1.53,0.67
483.000,0.94,0.76,0.35,0.07,2.38,1.53,0.67
483.250,0.94,0.76,0.35,0.07,2.38,1.53,0.67
483.500,0.94,0.75,0.35,0.07,2.31,1.47,0.65
483.750,0.94,0.75,0.35,0.07,2.38,1.53,0.67
484.000,0.94,0.76,0.36,0.07,2.38,1.53,0.67
484.250,0.94,0.75,0.36,0.07,2.31,1.47,0.65
484.500,0.94,0.75,0.36,0.07,2.31,1.47,0.65
484.750,0.94,0.76,0.35,0.07,2.38,1.53,0.67
485.000,0.94,0.75,0.36,0.07,2.38,1.53,0.67
485.250,0.94,0.75,0.35,0.07,2.38,1.53,0.67
485.500,0.94,0.76,0.36,0.07,2.38,1.53,0.67
485.750,0.94,0.76,0.35,0.07,2.38,1.53,0.67
486.000,0.94,0.76,0.36,0.07,2.38,1.53,0.67
486.250,0.94,0.76,0.36,0.07,2.38,1.53,0.67
486.500,0.94,0.76,0.36,0.07,2.38,1.53,0.67
486.750,0.94,0.76,0.36,0.07,2.38,1.53,0.67
487.000,0.94,0.76,0.36,0.07,2.31,1.47,0.65
487.250,0.94,0.76,0.36,0.07,2.38,1.53,0.67
487.500,0.94,0.76,0.36,0.07,2.38,1.53,0.67
487.750,0.94,0.76,0.36,0.07,2.38,1.53,0.67
488.000,0.94,0.76,0.36,0.07,2.38,1.53,0.67
488.250,0.94,0.76,0.36,0.07,2.31,1.47,0.65
488.500,0.94,0.76,0.36,0.07,2.38,1.53,0.67
488.750,0.94,0.76,0.36,0.07,2.38,1.53,0.67
489.000,0.94,0.76,0.36,0.07,2.31,1.47,0.65
489.250,0.94,0.76,0.36,0.07,2.31,1.47,0.65
489.500,0.94,0.76,0.36,0.07,2.38,1.53,0.67
489.750,0.94,0.76,0.36,0.07,2.44,1.58,0.69
490.000,0.94,0.76,0.36,0.07,2.38,1.53,0.67
490.250,0.94,0.76,0.36,0.07,2.38,1.53,0.67
490.500,0.94,0.76,0.36,0.07,2.38,1.53,0.67
490.750,0.94,0.76,0.36,0.07,2.38,1.53,0.67
491.000,0.94,0.76,0.36,0.07,2.38,1.53,0.67
491.250,0.94,0.76,0.36,0.07,2.38,1.53,0.67
491.500,0.94,0.76,0.36,0.07,2.38,1.53,0.67
491.750,0.94,0.76,0.36,0.07,2.38,1.53,0.67
492.000,0.94,0.76,0.36,0.07,2.38,1.53,0.67
492.250,0.94,0.76,0.36,0.07,2.38,1.53,0.67
492.500,0.94,0.76,0.36,0.07,2.38,1.53,0.67
492.750,0.94,0.76,0.36,0.07,2.38,1.53,0.67
493.000,0.94,0.76,0.36,0.07,2.38,1.53,0.67
493.250,0.94,0.76,0.36,0.07,2.38,1.53,0.67
493.500,0.94,0.76,0.36,0.07,2.38,1.53,0.67
493.750,0.94,0.76,0.36,0.07,2.38,1.53,0.67
494.000,0.94,0.76,0.36,0.07,2.38,1.53,0.67
494.250,0.94,0.76,0.36,0.07,2.38,1.53,0.67
494.500,0.94,0.76,0.36,0.07,2.38,1.53,0.67
494.750,0.94,0.76,0.36,0.07,2.38,1.53,0.67
495.000,0.94,0.76,0.36,0.07,2.31,1.47,0.65
495.250,0.94,0.76,0.36,0.07,2.31,1.47,0.65
495.500,0.94,0.76,0.36,0.07,2.38,1.53,0.67
495.750,0.94,0.76,0.36,0.07,2.38,1.53,0.67
496.000,0.94,0.76,0.36,0.07,2.38,1.53,0.67
496.250,0.94,0.76,0.36,0.07,2.38,1.53,0.67
496.500,0.94,0.76,0.36,0.07,2.38,1.53,0.67
496.750,0.94,0.76,0.36,0.07,2.38,1.53,0.67
497.000,0.94,0.76,0.36,0.07,2.38,1.53,0.67
497.250,0.94,0.76,0.36,0.07,2.38,1.53,0.67
497.500,0.94,0.76,0.36,0.07,2.38,1.53,0.67
497.750,0.94,0.76,0.36,0.07,2.38,1.53,0.67
498.000,0.94,0.76,0.36,0.07,2.38,1.53,0.67
498.250,0.94,0.76,0.36,0.07,2.38,1.53,0.67
498.500,0.94,0.76,0.36,0.07,2.58,1.70,0.74
498.750,0.94,0.76,0.36,0.07,2.31,1.47,0.65
499.000,0.94,0.76,0.36,0.07,2.38,1.53,0.67
499.250,0.94,0.76,0.36,0.07,2.38,1.53,0.67
499.500,0.94,0.76,0.36,0.07,2.38,1.53,0.67
499.750,0.94,0.76,0.36,0.07,2.38,1.53,0.67
500.000,0.94,0.76,0.36,0.07,2.38,1.53,0.67
500.250,0.94,0.76,0.36,0.07,2.65,1.76,0.76
500.500,0.94,0.76,0.36,0.07,2.31,1.47,0.65
500.750,0.94,0.76,0.36,0.07,2.31,1.47,0.65
501.000,0.94,0.76,0.36,0.07,2.24,1.41,0.63
501.250,0.94,0.76,0.36,0.07,2.31,1.47,0.65
501.500,0.94,0.76,0.36,0.07,2.31,1.47,0.65
501.750,0.94,0.76,0.35,0.07,2.31,1.47,0.65
502.000,0.94,0.76,0.36,0.07,2.31,1.47,0.65
502.250,0.94,0.76,0.35,0.07,2.24,1.41,0.63
502.500,0.94,0.76,0.35,0.07,2.31,1.47,0.65
502.750,0.94,0.76,0.35,0.07,2.31,1.47,0.65
503.000,0.94,0.76,0.35,0.07,2.31,1.47,0.65
503.250,0.94,0.76,0.35,0.07,2.31,1.47,0.65
503.500,0.94,0.76,0.35,0.07,2.31,1.47,0.65
503.750,0.94,0.76,0.35,0.07,2.24,1.41,0.63
504.000,0.94,0.76,0.35,0.07,2.31,1.47,0.65
504.250,0.94,0.76,0.35,0.07,2.31,1.47,0.65
504.500,0.94,0.76,0.35,0.07,2.24,1.41,0.63
504.750,0.94,0.76,0.35,0.07,2.24,1.41,0.63
505.000,0.94,0.76,0.35,0.07,2.31,1.47,0.65
505.250,0.94,0.76,0.35,0.07,2.24,1.41,0.63
505.500,0.94,0.76,0.35,0.07,2.24,1.41,0.63
505.750,0.94,0.76,0.35,0.07,2.24,1.41,0.63
506.000,0.94,0.76,0.35,0.07,2.24,1.41,0.63
506.250,0.94,0.76,0.35,0.07,2.24,1.41,0.63
506.500,0.94,0.76,0.35,0.07,2.31,1.47,0.65
506.750,0.94,0.76,0.35,0.07,2.24,1.41,0.63
507.000,0.94,0.76,0.35,0.07,2.24,1.41,0.63
507.250,0.94,0.76,0.35,0.07,2.24,1.41,0.63
507.500,0.94,0.76,0.35,0.07,2.24,1.41,0.63
507.750,0.94,0.76,0.35,0.07,2.24,1.41,0.63
508.000,0.94,0.76,0.35,0.07,2.24,1.41,0.63
508.250,0.94,0.76,0.35,0.07,2.24,1.41,0.63
508.500,0.94,0.76,0.35,0.07,2.24,1.41,0.63
508.750,0.94,0.76,0.35,0.07,2.24,1.41,0.63
509.000,0.94,0.76,0.35,0.07,2.24,1.41,0.63
509.250,0.94,0.76,0.34,0.07,2.24,1.41,0.63
509.500,0.94,0.76,0.34,0.07,2.24,1.41,0.63
509.750,0.94,0.76,0.34,0.07,2.24,1.41,0.63
510.000,0.94,0.76,0.34,0.07,2.24,1.41,0.63
510.250,0.94,0.76,0.34,0.07,2.24,1.41,0.63
510.500,0.94,0.76,0.34,0.07,2.24,1.41,0.63
510.750,0.94,0.76,0.34,0.07,2.24,1.41,0.63
511.000,0.94,0.76,0.34,0.07,2.24,1.41,0.63
511.250,0.94,0.76,0.34,0.07,2.17,1.36,0.61
511.500,0.94,0.76,0.34,0.07,2.24,1.41,0.63
511.750,0.94,0.76,0.34,0.07,2.24,1.41,0.63
512.000,0.94,0.76,0.34,0.07,2.17,1.36,0.61
512.250,0.94,0.76,0.34,0.06,2.24,1.41,0.63
512.500,0.94,0.76,0.34,0.07,2.24,1.41,0.63
512.750,0.94,0.76,0.34,0.06,2.17,1.36,0.61
513.000,0.94,0.76,0.34,0.06,2.17,1.36,0.61
513.250,0.93,0.76,0.33,0.06,2.17,1.36,0.61
513.500,0.93,0.76,0.33,0.06,2.17,1.36,0.61
513.750,0.93,0.76,0.33,0.06,2.17,1.36,0.61
514.000,0.93,0.76,0.33,0.06,2.17,1.36,0.61
514.250,0.93,0.76,0.33,0.06,2.17,1.36,0.61
514.500,0.93,0.76,0.33,0.06,2.17,1.36,0.61
514.750,0.93,0.76,0.33,0.06,2.17,1.36,0.61
515.000,0.93,0.76,0.33,0.06,2.17,1.36,0.61
515.250,0.93,0.76,0.33,0.06,2.17,1.36,0.61
515.500,0.93,0.76,0.32,0.06,2.11,1.30,0.58
515.750,0.93,0.76,0.32,0.06,2.38,1.53,0.67
516.000,0.93,0.76,0.32,0.06,2.11,1.30,0.58
516.250,0.93,0.76,0.32,0.06,2.11,1.30,0.58
516.500,0.93,0.76,0.32,0.06,2.11,1.30,0.58
516.750,0.93,0.76,0.32,0.06,2.11,1.30,0.58
517.000,0.93,0.76,0.32,0.06,2.11,1.30,0.58
517.250,0.93,0.76,0.31,0.06,2.04,1.25,0.56
517.500,0.93,0.76,0.31,0.06,2.11,1.30,0.58
517.750,0.93,0.76,0.31,0.06,2.11,1.30,0.58
518.000,0.93,0.76,0.31,0.06,2.11,1.30,0.58
518.250,0.93,0.76,0.31,0.06,2.11,1.30,0.58
518.500,0.93,0.76,0.31,0.06,2.11,1.30,0.58
518.750,0.93,0.76,0.31,0.06,2.04,1.25,0.56
519.000,0.92,0.76,0.30,0.06,2.04,1.25,0.56
519.250,0.92,0.76,0.30,0.06,2.04,1.25,0.56
519.500,0.92,0.76,0.30,0.06,2.04,1.25,0.56
519.750,0.92,0.76,0.30,0.06,2.04,1.25,0.56
520.000,0.92,0.76,0.30,0.06,2.04,1.25,0.56
520.250,0.92,0.76,0.30,0.06,2.04,1.25,0.56
520.500,0.92,0.76,0.30,0.06,2.04,1.25,0.56
520.750,0.92,0.76,0.29,0.06,2.04,1.25,0.56
521.000,0.92,0.76,0.29,0.06,2.04,1.25,0.56
521.250,0.92,0.76,0.29,0.06,1.98,1.20,0.54
521.500,0.92,0.76,0.29,0.06,1.98,1.20,0.54
521.750,0.92,0.76,0.29,0.06,1.98,1.20,0.54
522.000,0.92,0.76,0.29,0.06,1.98,1.20,0.54
522.250,0.92,0.76,0.29,0.06,1.98,1.20,0.54
522.500,0.92,0.76,0.29,0.06,1.98,1.20,0.54
522.750,0.92,0.76,0.29,0.06,1.98,1.20,0.54
523.000,0.92,0.76,0.29,0.06,1.91,1.15,0.52
523.250,0.92,0.76,0.28,0.06,1.98,1.20,0.54
523.500,0.92,0.76,0.28,0.06,1.98,1.20,0.54
523.750,0.92,0.76,0.28,0.06,1.98,1.20,0.54
524.000,0.92,0.76,0.28,0.06,1.91,1.15,0.52
524.250,0.92,0.76,0.28,0.06,1.91,1.15,0.52
524.500,0.92,0.76,0.28,0.06,1.91,1.15,0.52
524.750,0.92,0.76,0.28,0.06,1.91,1.15,0.52
525.000,0.92,0.76,0.28,0.06,1.91,1.15,0.52
525.250,0.92,0.76,0.28,0.06,1.91,1.15,0.52
525.500,0.92,0.76,0.28,0.06,1.91,1.15,0.52
525.750,0.92,0.76,0.28,0.06,1.91,1.15,0.52
526.000,0.92,0.76,0.28,0.06,1.91,1.15,0.52
526.250,0.92,0.76,0.28,0.06,1.91,1.15,0.52
526.500,0.92,0.76,0.27,0.06,1.91,1.15,0.52
526.750,0.92,0.76,0.27,0.06,1.91,1.15,0.52
527.000,0.92,0.76,0.27,0.06,1.91,1.15,0.52
527.250,0.92,0.76,0.27,0.06,1.91,1.15,0.52
527.500,0.92,0.76,0.27,0.06,1.91,1.15,0.52
527.750,0.92,0.76,0.27,0.06,1.91,1.15,0.52
528.000,0.92,0.76,0.27,0.06,1.91,1.15,0.52
528.250,0.92,0.76,0.27,0.06,1.91,1.15,0.52
528.500,0.92,0.76,0.27,0.06,1.85,1.10,0.50
528.750,0.92,0.76,0.27,0.06,1.85,1.10,0.50
529.000,0.92,0.76,0.27,0.06,1.85,1.10,0.50
529.250,0.92,0.76,0.27,0.06,1.85,1.10,0.50
529.500,0.92,0.76,0.27,0.06,1.85,1.10,0.50
529.750,0.92,0.76,0.27,0.06,1.85,1.10,0.50
530.000,0.92,0.76,0.27,0.06,1.85,1.10,0.50
530.250,0.92,0.76,0.27,0.06,1.85,1.10,0.50
530.500,0.92,0.76,0.26,0.06,1.85,1.10,0.50
530.750,0.91,0.76,0.26,0.06,1.85,1.10,0.50
531.000,0.92,0.76,0.26,0.06,1.85,1.10,0.50
531.250,0.91,0.76,0.26,0.06,1.85,1.10,0.50
531.500,0.91,0.76,0.26,0.06,1.85,1.10,0.50
531.750,0.92,0.76,0.26,0.06,1.85,1.10,0.50
532.000,0.91,0.76,0.26,0.06,1.85,1.10,0.50
532.250,0.91,0.76,0.26,0.06,1.85,1.10,0.50
532.500,0.91,0.76,0.26,0.06,1.85,1.10,0.50
532.750,0.91,0.76,0.26,0.06,1.85,1.10,0.50
533.000,0.91,0.76,0.26,0.06,1.85,1.10,0.50
533.250,0.91,0.76,0.26,0.06,1.85,1.10,0.50
533.500,0.91,0.76,0.26,0.06,1.85,1.10,0.50
533.750,0.91,0.76,0.26,0.06,1.85,1.10,0.50
534.000,0.91,0.76,0.26,0.06,1.85,1.10,0.50
534.250,0.91,0.76,0.26,0.06,1.85,1.10,0.50
534.500,0.91,0.76,0.25,0.06,1.78,1.05,0.48
534.750,0.91,0.76,0.25,0.06,1.78,1.05,0.48
535.000,0.91,0.76,0.25,0.06,1.85,1.10,0.50
535.250,0.91,0.76,0.25,0.06,1.91,1.15,0.52
535.500,0.91,0.76,0.25,0.06,1.78,1.05,0.48
535.750,0.91,0.76,0.25,0.06,1.85,1.10,0.50
536.000,0.91,0.76,0.25,0.06,1.85,1.10,0.50
536.250,0.91,0.76,0.25,0.06,1.85,1.10,0.50
536.500,0.91,0.76,0.25,0.06,1.78,1.05,0.48
536.750,0.91,0.76,0.25,0.05,1.85,1.10,0.50
537.000,0.91,0.76,0.25,0.06,1.78,1.05,0.48
537.250,0.91,0.76,0.25,0.06,1.78,1.05,0.48
537.500,0.91,0.76,0.25,0.06,1.78,1.05,0.48
537.750,0.91,0.76,0.25,0.06,1.78,1.05,0.48
538.000,0.91,0.76,0.25,0.06,1.78,1.05,0.48
538.250,0.91,0.76,0.24,0.05,1.78,1.05,0.48
538.500,0.91,0.76,0.24,0.05,1.78,1.05,0.48
538.750,0.91,0.76,0.24,0.05,1.78,1.05,0.48
539.000,0.91,0.76,0.24,0.05,1.78,1.05,0.48
539.250,0.91,0.76,0.24,0.06,1.78,1.05,0.48
539.500,0.91,0.76,0.24,0.05,1.78,1.05,0.48
539.750,0.91,0.76,0.24,0.05,1.78,1.05,0.48
540.000,0.91,0.76,0.24,0.05,1.78,1.05,0.48
540.250,0.91,0.76,0.24,0.05,1.78,1.05,0.48
540.500,0.91,0.76,0.24,0.05,1.78,1.05,0.48
540.750,0.91,0.76,0.24,0.05,1.85,1.10,0.50
541.000,0.91,0.76,0.24,0.05,1.78,1.05,0.48
541.250,0.91,0.76,0.24,0.06,1.78,1.05,0.48
541.500,0.91,0.76,0.24,0.05,1.85,1.10,0.50
541.750,0.91,0.76,0.24,0.05,1.78,1.05,0.48
542.000,0.91,0.76,0.24,0.05,1.78,1.05,0.48
542.250,0.91,0.76,0.24,0.05,1.78,1.05,0.48
542.500,0.91,0.76,0.24,0.05,1.78,1.05,0.48
542.750,0.91,0.76,0.24,0.05,1.78,1.05,0.48
543.000,0.91,0.76,0.24,0.05,1.78,1.05,0.48
543.250,0.91,0.76,0.24,0.05,1.72,1.00,0.46
543.500,0.91,0.76,0.24,0.05,1.78,1.05,0.48
543.750,0.91,0.76,0.24,0.05,1.78,1.05,0.48
544.000,0.91,0.76,0.24,0.05,1.78,1.05,0.48
544.250,0.91,0.76,0.24,0.05,1.78,1.05,0.48
544.500,0.91,0.76,0.23,0.05,1.78,1.05,0.48
544.750,0.91,0.76,0.23,0.05,1.72,1.00,0.46
545.000,0.91,0.76,0.23,0.05,1.78,1.05,0.48
545.250,0.91,0.76,0.23,0.05,1.72,1.00,0.46
545.500,0.91,0.76,0.23,0.05,1.72,1.00,0.46
545.750,0.91,0.76,0.23,0.05,1.78,1.05,0.48
546.000,0.91,0.76,0.23,0.05,1.72,1.00,0.46
546.250,0.91,0.76,0.23,0.05,1.72,1.00,0.46
546.500,0.91,0.76,0.23,0.05,1.72,1.00,0.46
546.750,0.91,0.76,0.23,0.05,1.72,1.00,0.46
547.000,0.91,0.76,0.23,0.05,1.72,1.00,0.46
547.250,0.91,0.76,0.23,0.05,1.72,1.00,0.46
547.500,0.91,0.76,0.23,0.05,1.72,1.00,0.46
547.750,0.91,0.76,0.23,0.05,1.72,1.00,0.46
548.000,0.91,0.76,0.23,0.05,1.72,1.00,0.46
548.250,0.91,0.76,0.23,0.05,1.72,1.00,0.46
548.500,0.91,0.76,0.23,0.05,1.66,0.95,0.45
548.750,0.91,0.76,0.23,0.05,1.72,1.00,0.46
549.000,0.91,0.76,0.23,0.05,1.72,1.00,0.46
549.250,0.91,0.76,0.23,0.05,1.72,1.00,0.46
549.500,0.91,0.76,0.23,0.05,1.72,1.00,0.46
549.750,0.91,0.76,0.23,0.05,1.72,1.00,0.46
550.000,0.91,0.76,0.23,0.05,1.72,1.00,0.46
550.250,0.91,0.76,0.23,0.05,1.72,1.00,0.46
550.500,0.91,0.76,0.23,0.05,1.72,1.00,0.46
550.750,0.91,0.76,0.23,0.05,1.72,1.00,0.46
551.000,0.91,0.76,0.22,0.05,1.72,1.00,0.46
551.250,0.91,0.76,0.22,0.05,1.72,1.00,0.46
551.500,0.91,0.76,0.22,0.05,1.72,1.00,0.46
551.750,0.90,0.76,0.22,0.05,1.72,1.00,0.46
552.000,0.91,0.76,0.22,0.05,1.66,0.95,0.45
552.250,0.91,0.76,0.22,0.05,1.66,0.95,0.45
552.500,0.90,0.76,0.22,0.05,1.72,1.00,0.46
552.750,0.90,0.76,0.22,0.05,1.72,1.00,0.46
553.000,0.90,0.76,0.22,0.05,1.72,1.00,0.46
553.250,0.90,0.76,0.22,0.05,1.72,1.00,0.46
553.500,0.90,0.76,0.22,0.05,1.66,0.95,0.45
553.750,0.90,0.76,0.22,0.05,1.72,1.00,0.46
554.000,0.90,0.76,0.22,0.05,1.72,1.00,0.46
554.250,0.90,0.76,0.22,0.05,1.66,0.95,0.45
554.500,0.90,0.76,0.22,0.05,1.72,1.00,0.46
554.750,0.90,0.76,0.22,0.05,1.47,0.81,0.39
555.000,0.90,0.76,0.22,0.05,1.66,0.95,0.45
555.250,0.90,0.76,0.22,0.05,1.66,0.95,0.45
555.500,0.90,0.76,0.22,0.05,1.72,1.00,0.46
555.750,0.90,0.76,0.22,0.05,1.72,1.00,0.46
556.000,0.90,0.76,0.22,0.05,1.66,0.95,0.45
556.250,0.90,0.76,0.21,0.05,1.66,0.95,0.45
556.500,0.90,0.76,0.22,0.05,1.66,0.95,0.45
556.750,0.90,0.76,0.21,0.05,1.66,0.95,0.45
557.000,0.90,0.76,0.21,0.05,1.66,0.95,0.45
557.250,0.90,0.76,0.21,0.05,1.66,0.95,0.45
557.500,0.91,0.76,0.21,0.05,1.66,0.95,0.45
557.750,0.90,0.76,0.21,0.05,1.66,0.95,0.45
558.000,0.90,0.76,0.21,0.05,1.66,0.95,0.45
558.250,0.90,0.76,0.21,0.05,1.66,0.95,0.45
558.500,0.90,0.76,0.21,0.05,1.66,0.95,0.45
558.750,0.90,0.76,0.21,0.05,1.66,0.95,0.45
559.000,0.90,0.76,0.21,0.05,1.66,0.95,0.45
559.250,0.90,0.76,0.21,0.05,1.66,0.95,0.45
559.500,0.90,0.76,0.21,0.05,1.66,0.95,0.45
559.750,0.90,0.76,0.21,0.05,1.66,0.95,0.45
560.000,0.90,0.76,0.21,0.05,1.66,0.95,0.45
560.250,0.90,0.76,0.21,0.05,1.66,0.95,0.45
560.500,0.90,0.76,0.21,0.05,1.66,0.95,0.45
560.750,0.90,0.76,0.21,0.05,1.66,0.95,0.45
561.000,0.90,0.76,0.21,0.05,1.66,0.95,0.45
561.250,0.90,0.76,0.21,0.05,1.66,0.95,0.45
561.500,0.90,0.76,0.21,0.05,1.66,0.95,0.45
561.750,0.90,0.75,0.21,0.05,1.66,0.95,0.45
562.000,0.90,0.76,0.21,0.05,1.66,0.95,0.45
562.250,0.90,0.75,0.21,0.05,1.66,0.95,0.45
562.500,0.90,0.76,0.21,0.05,1.66,0.95,0.45
562.750,0.90,0.76,0.21,0.05,1.66,0.95,0.45
563.000,0.90,0.76,0.21,0.05,1.66,0.95,0.45
563.250,0.90,0.76,0.21,0.05,1.66,0.95,0.45
563.500,0.90,0.76,0.21,0.05,1.66,0.95,0.45
563.750,0.90,0.76,0.21,0.05,1.66,0.95,0.45
564.000,0.90,0.76,0.21,0.05,1.66,0.95,0.45
564.250,0.90,0.75,0.21,0.05,1.66,0.95,0.45
564.500,0.90,0.75,0.21,0.05,1.66,0.95,0.45
564.750,0.90,0.76,0.21,0.05,1.66,0.95,0.45
565.000,0.90,0.76,0.21,0.05,1.66,0.95,0.45
565.250,0.90,0.75,0.21,0.05,1.66,0.95,0.45
565.500,0.90,0.76,0.21,0.05,1.66,0.95,0.45
565.750,0.90,0.75,0.20,0.05,1.66,0.95,0.45
566.000,0.90,0.76,0.20,0.05,1.91,1.15,0.52
566.250,0.90,0.75,0.20,0.05,1.66,0.95,0.45
566.500,0.90,0.76,0.20,0.05,1.66,0.95,0.45
566.750,0.90,0.76,0.20,0.05,1.66,0.95,0.45
567.000,0.90,0.76,0.20,0.05,1.66,0.95,0.45
567.250,0.90,0.76,0.20,0.05,1.66,0.95,0.45
567.500,0.90,0.76,0.20,0.05,1.66,0.95,0.45
567.750,0.90,0.76,0.20,0.05,1.66,0.95,0.45
568.000,0.90,0.75,0.20,0.05,1.66,0.95,0.45
568.250,0.90,0.75,0.20,0.05,1.66,0.95,0.45
568.500,0.90,0.75,0.20,0.05,1.66,0.95,0.45
568.750,0.90,0.76,0.20,0.05,1.66,0.95,0.45
569.000,0.90,0.75,0.20,0.05,1.66,0.95,0.45
569.250,0.90,0.75,0.20,0.05,1.66,0.95,0.45
569.500,0.90,0.75,0.20,0.05,1.66,0.95,0.45
569.750,0.90,0.76,0.20,0.05,1.66,0.95,0.45
570.000,0.90,0.76,0.20,0.05,1.66,0.95,0.45
