AromaSense Herbal Analysis Data
Sample Name,kencur
Herbal Type,kencur
Export Date,2025-11-28T16:39:24.145054
Analysis Mode,Auto FSM
Total Data Points,7298
Final Duration,1824.25 s

Time (s),NO2 Sensor,Ethanol Sensor,VOC Sensor,CO Sensor,MiCS CO,MiCS Ethanol,MiCS VOC
0.000,0.85,0.77,0.13,0.04,1.05,0.53,0.27
0.250,0.85,0.77,0.13,0.04,1.05,0.53,0.27
0.500,0.85,0.77,0.13,0.04,1.05,0.53,0.27
0.750,0.85,0.77,0.13,0.04,1.11,0.56,0.28
1.000,0.85,0.77,0.13,0.04,1.05,0.53,0.27
1.250,0.85,0.77,0.13,0.04,1.05,0.53,0.27
1.500,0.85,0.77,0.13,0.04,1.05,0.53,0.27
1.750,0.85,0.77,0.13,0.05,1.05,0.53,0.27
2.000,0.85,0.77,0.13,0.04,1.05,0.53,0.27
2.250,0.85,0.77,0.13,0.05,1.05,0.53,0.27
2.500,0.85,0.77,0.13,0.05,1.11,0.56,0.28
2.750,0.85,0.77,0.14,0.05,1.11,0.56,0.28
3.000,0.85,0.77,0.14,0.05,1.11,0.56,0.28
3.250,0.85,0.77,0.14,0.05,1.00,0.49,0.25
3.500,0.85,0.77,0.14,0.05,1.11,0.56,0.28
3.750,0.86,0.77,0.14,0.05,1.17,0.60,0.30
4.000,0.86,0.77,0.14,0.05,1.11,0.56,0.28
4.250,0.86,0.77,0.14,0.05,1.11,0.56,0.28
4.500,0.86,0.77,0.14,0.05,1.11,0.56,0.28
4.750,0.86,0.77,0.14,0.05,1.11,0.56,0.28
5.000,0.86,0.77,0.14,0.05,1.17,0.60,0.30
5.250,0.86,0.77,0.15,0.05,1.17,0.60,0.30
5.500,0.86,0.77,0.15,0.05,1.11,0.56,0.28
5.750,0.87,0.77,0.15,0.05,1.17,0.60,0.30
6.000,0.87,0.77,0.15,0.05,1.17,0.60,0.30
6.250,0.87,0.77,0.15,0.05,1.17,0.60,0.30
6.500,0.87,0.77,0.15,0.05,1.23,0.64,0.32
6.750,0.87,0.77,0.15,0.05,1.17,0.60,0.30
7.000,0.87,0.77,0.16,0.05,1.23,0.64,0.32
7.250,0.87,0.77,0.16,0.05,1.23,0.64,0.32
7.500,0.87,0.77,0.16,0.05,1.23,0.64,0.32
7.750,0.87,0.77,0.16,0.06,1.23,0.64,0.32
8.000,0.87,0.77,0.16,0.05,1.23,0.64,0.32
8.250,0.88,0.77,0.16,0.06,1.23,0.64,0.32
8.500,0.88,0.77,0.17,0.06,1.23,0.64,0.32
8.750,0.88,0.77,0.17,0.06,1.23,0.64,0.32
9.000,0.88,0.77,0.17,0.06,1.29,0.69,0.34
9.250,0.88,0.77,0.17,0.06,1.29,0.69,0.34
9.500,0.88,0.77,0.17,0.06,1.29,0.69,0.34
9.750,0.88,0.77,0.17,0.06,1.29,0.69,0.34
10.000,0.88,0.77,0.17,0.06,1.29,0.69,0.34
10.250,0.88,0.77,0.17,0.06,1.29,0.69,0.34
10.500,0.88,0.77,0.18,0.06,1.29,0.69,0.34
10.750,0.88,0.77,0.18,0.06,1.35,0.73,0.35
11.000,0.88,0.77,0.18,0.06,1.35,0.73,0.35
11.250,0.88,0.77,0.18,0.06,1.35,0.73,0.35
11.500,0.89,0.77,0.18,0.06,1.35,0.73,0.35
11.750,0.89,0.77,0.18,0.06,1.35,0.73,0.35
12.000,0.89,0.77,0.18,0.06,1.29,0.69,0.34
12.250,0.89,0.77,0.19,0.06,1.35,0.73,0.35
12.500,0.89,0.77,0.19,0.06,1.35,0.73,0.35
12.750,0.89,0.77,0.19,0.06,1.35,0.73,0.35
13.000,0.89,0.77,0.19,0.06,1.35,0.73,0.35
13.250,0.89,0.77,0.19,0.06,1.41,0.77,0.37
13.500,0.89,0.77,0.19,0.06,1.41,0.77,0.37
13.750,0.89,0.77,0.19,0.06,1.41,0.77,0.37
14.000,0.89,0.77,0.20,0.06,1.41,0.77,0.37
14.250,0.89,0.77,0.20,0.06,1.41,0.77,0.37
14.500,0.89,0.77,0.20,0.06,1.41,0.77,0.37
14.750,0.90,0.77,0.20,0.06,1.41,0.77,0.37
15.000,0.90,0.77,0.20,0.06,1.41,0.77,0.37
15.250,0.90,0.77,0.20,0.06,1.41,0.77,0.37
15.500,0.90,0.77,0.20,0.06,1.47,0.81,0.39
15.750,0.90,0.77,0.20,0.06,1.41,0.77,0.37
16.000,0.90,0.77,0.20,0.06,1.41,0.77,0.37
16.250,0.90,0.77,0.20,0.06,1.47,0.81,0.39
16.500,0.90,0.77,0.21,0.06,1.47,0.81,0.39
16.750,0.90,0.77,0.21,0.06,1.47,0.81,0.39
17.000,0.90,0.77,0.21,0.06,1.41,0.77,0.37
17.250,0.90,0.77,0.21,0.06,1.47,0.81,0.39
17.500,0.90,0.77,0.21,0.06,1.47,0.81,0.39
17.750,0.90,0.77,0.21,0.06,1.47,0.81,0.39
18.000,0.90,0.77,0.21,0.06,1.47,0.81,0.39
18.250,0.90,0.77,0.21,0.06,1.47,0.81,0.39
18.500,0.90,0.77,0.21,0.06,1.53,0.86,0.41
18.750,0.90,0.77,0.22,0.06,1.47,0.81,0.39
19.000,0.90,0.77,0.22,0.06,1.47,0.81,0.39
19.250,0.90,0.77,0.22,0.06,1.47,0.81,0.39
19.500,0.90,0.77,0.22,0.06,1.47,0.81,0.39
19.750,0.90,0.77,0.22,0.06,1.47,0.81,0.39
20.000,0.90,0.77,0.22,0.06,1.47,0.81,0.39
20.250,0.90,0.77,0.22,0.06,1.47,0.81,0.39
20.500,0.90,0.77,0.22,0.06,1.47,0.81,0.39
20.750,0.90,0.77,0.22,0.06,1.47,0.81,0.39
21.000,0.90,0.77,0.22,0.06,1.47,0.81,0.39
21.250,0.90,0.77,0.22,0.06,1.47,0.81,0.39
21.500,0.90,0.77,0.23,0.06,1.53,0.86,0.41
21.750,0.90,0.77,0.23,0.06,1.53,0.86,0.41
22.000,0.90,0.77,0.23,0.06,1.47,0.81,0.39
22.250,0.90,0.77,0.23,0.06,1.53,0.86,0.41
22.500,0.90,0.77,0.23,0.06,1.47,0.81,0.39
22.750,0.90,0.77,0.23,0.06,1.53,0.86,0.41
23.000,0.90,0.77,0.23,0.06,1.53,0.86,0.41
23.250,0.90,0.77,0.23,0.06,1.53,0.86,0.41
23.500,0.90,0.77,0.23,0.06,1.53,0.86,0.41
23.750,0.90,0.77,0.23,0.06,1.53,0.86,0.41
24.000,0.90,0.77,0.23,0.06,1.53,0.86,0.41
24.250,0.90,0.77,0.23,0.06,1.53,0.86,0.41
24.500,0.91,0.77,0.23,0.06,1.53,0.86,0.41
24.750,0.90,0.77,0.23,0.06,1.53,0.86,0.41
25.000,0.90,0.77,0.23,0.06,1.53,0.86,0.41
25.250,0.91,0.77,0.23,0.06,1.53,0.86,0.41
25.500,0.90,0.77,0.23,0.06,1.53,0.86,0.41
25.750,0.90,0.77,0.23,0.06,1.47,0.81,0.39
26.000,0.90,0.77,0.24,0.06,1.53,0.86,0.41
26.250,0.91,0.77,0.24,0.06,1.53,0.86,0.41
26.500,0.91,0.77,0.24,0.06,1.53,0.86,0.41
26.750,0.91,0.77,0.24,0.06,1.53,0.86,0.41
27.000,0.91,0.77,0.24,0.06,1.53,0.86,0.41
27.250,0.91,0.77,0.24,0.06,1.53,0.86,0.41
27.500,0.91,0.77,0.24,0.06,1.53,0.86,0.41
27.750,0.91,0.77,0.24,0.06,1.53,0.86,0.41
28.000,0.91,0.77,0.24,0.06,1.53,0.86,0.41
28.250,0.91,0.77,0.24,0.06,1.53,0.86,0.41
28.500,0.91,0.77,0.24,0.06,1.53,0.86,0.41
28.750,0.91,0.77,0.24,0.06,1.53,0.86,0.41
29.000,0.91,0.77,0.24,0.06,1.53,0.86,0.41
29.250,0.91,0.77,0.24,0.06,1.53,0.86,0.41
29.500,0.91,0.77,0.24,0.06,1.53,0.86,0.41
29.750,0.91,0.77,0.24,0.06,1.53,0.86,0.41
30.000,0.91,0.77,0.24,0.06,1.53,0.86,0.41
30.250,0.91,0.77,0.24,0.06,1.53,0.86,0.41
30.500,0.91,0.77,0.24,0.06,1.53,0.86,0.41
30.750,0.91,0.77,0.24,0.06,1.53,0.86,0.41
31.000,0.91,0.77,0.24,0.06,1.59,0.91,0.43
31.250,0.91,0.77,0.24,0.06,1.53,0.86,0.41
31.500,0.91,0.77,0.24,0.06,1.53,0.86,0.41
31.750,0.91,0.77,0.24,0.06,1.59,0.91,0.43
32.000,0.91,0.77,0.24,0.06,1.59,0.91,0.43
32.250,0.91,0.77,0.24,0.06,1.53,0.86,0.41
32.500,0.91,0.77,0.24,0.06,1.53,0.86,0.41
32.750,0.91,0.77,0.24,0.06,1.59,0.91,0.43
33.000,0.91,0.77,0.24,0.06,1.53,0.86,0.41
33.250,0.91,0.77,0.24,0.06,1.53,0.86,0.41
33.500,0.91,0.77,0.24,0.06,1.59,0.91,0.43
33.750,0.91,0.77,0.24,0.06,1.53,0.86,0.41
34.000,0.91,0.77,0.24,0.06,1.53,0.86,0.41
34.250,0.91,0.77,0.24,0.05,1.53,0.86,0.41
34.500,0.91,0.77,0.24,0.06,1.53,0.86,0.41
34.750,0.91,0.77,0.24,0.06,1.53,0.86,0.41
35.000,0.91,0.77,0.24,0.05,1.53,0.86,0.41
35.250,0.91,0.77,0.24,0.05,1.53,0.86,0.41
35.500,0.91,0.77,0.24,0.06,1.53,0.86,0.41
35.750,0.91,0.77,0.24,0.05,1.53,0.86,0.41
36.000,0.91,0.77,0.24,0.05,1.53,0.86,0.41
36.250,0.91,0.77,0.24,0.05,1.53,0.86,0.41
36.500,0.91,0.77,0.24,0.05,1.53,0.86,0.41
36.750,0.91,0.77,0.24,0.05,1.53,0.86,0.41
37.000,0.91,0.77,0.24,0.05,1.53,0.86,0.41
37.250,0.91,0.77,0.24,0.05,1.53,0.86,0.41
37.500,0.91,0.77,0.24,0.05,1.72,1.00,0.46
37.750,0.91,0.77,0.24,0.05,1.59,0.91,0.43
38.000,0.91,0.77,0.24,0.05,1.53,0.86,0.41
38.250,0.91,0.77,0.24,0.05,1.53,0.86,0.41
38.500,0.91,0.77,0.24,0.05,1.53,0.86,0.41
38.750,0.91,0.77,0.24,0.05,1.53,0.86,0.41
39.000,0.90,0.77,0.24,0.05,1.85,1.10,0.50
39.250,0.91,0.77,0.24,0.05,1.53,0.86,0.41
39.500,0.91,0.77,0.24,0.05,1.53,0.86,0.41
39.750,0.91,0.77,0.24,0.05,1.53,0.86,0.41
40.000,0.91,0.77,0.24,0.05,1.53,0.86,0.41
40.250,0.91,0.77,0.24,0.05,1.53,0.86,0.41
40.500,0.91,0.77,0.24,0.05,1.53,0.86,0.41
40.750,0.91,0.77,0.24,0.06,1.53,0.86,0.41
41.000,0.91,0.77,0.24,0.06,1.53,0.86,0.41
41.250,0.91,0.77,0.24,0.05,1.53,0.86,0.41
41.500,0.91,0.77,0.24,0.06,1.53,0.86,0.41
41.750,0.91,0.77,0.24,0.06,1.53,0.86,0.41
42.000,0.91,0.77,0.24,0.06,1.53,0.86,0.41
42.250,0.91,0.77,0.24,0.06,1.53,0.86,0.41
42.500,0.91,0.77,0.24,0.06,1.53,0.86,0.41
42.750,0.91,0.77,0.24,0.06,1.53,0.86,0.41
43.000,0.91,0.77,0.24,0.06,1.53,0.86,0.41
43.250,0.91,0.77,0.24,0.06,1.53,0.86,0.41
43.500,0.91,0.77,0.24,0.06,1.53,0.86,0.41
43.750,0.91,0.77,0.24,0.06,1.53,0.86,0.41
44.000,0.91,0.77,0.25,0.06,1.53,0.86,0.41
44.250,0.91,0.77,0.25,0.06,1.53,0.86,0.41
44.500,0.91,0.77,0.25,0.06,1.47,0.81,0.39
44.750,0.91,0.77,0.25,0.06,1.53,0.86,0.41
45.000,0.91,0.77,0.25,0.06,1.53,0.86,0.41
45.250,0.91,0.77,0.25,0.06,1.53,0.86,0.41
45.500,0.91,0.77,0.25,0.06,1.53,0.86,0.41
45.750,0.91,0.77,0.25,0.06,1.53,0.86,0.41
46.000,0.91,0.77,0.25,0.06,1.53,0.86,0.41
46.250,0.91,0.77,0.25,0.06,1.59,0.91,0.43
46.500,0.91,0.77,0.25,0.06,1.53,0.86,0.41
46.750,0.91,0.77,0.25,0.06,1.59,0.91,0.43
47.000,0.91,0.77,0.25,0.06,1.53,0.86,0.41
47.250,0.91,0.77,0.25,0.06,1.53,0.86,0.41
47.500,0.91,0.77,0.25,0.06,1.53,0.86,0.41
47.750,0.91,0.77,0.25,0.06,1.53,0.86,0.41
48.000,0.91,0.77,0.25,0.06,1.53,0.86,0.41
48.250,0.91,0.77,0.25,0.06,1.59,0.91,0.43
48.500,0.91,0.77,0.25,0.06,1.59,0.91,0.43
48.750,0.91,0.77,0.25,0.06,1.59,0.91,0.43
49.000,0.91,0.77,0.25,0.06,1.59,0.91,0.43
49.250,0.91,0.77,0.26,0.06,1.53,0.86,0.41
49.500,0.91,0.77,0.26,0.06,1.59,0.91,0.43
49.750,0.91,0.77,0.26,0.06,1.59,0.91,0.43
50.000,0.91,0.77,0.26,0.06,1.59,0.91,0.43
50.250,0.91,0.77,0.26,0.06,1.59,0.91,0.43
50.500,0.91,0.77,0.26,0.06,1.59,0.91,0.43
50.750,0.91,0.77,0.26,0.06,1.59,0.91,0.43
51.000,0.91,0.77,0.26,0.06,1.59,0.91,0.43
51.250,0.91,0.77,0.26,0.06,1.59,0.91,0.43
51.500,0.91,0.77,0.26,0.06,1.59,0.91,0.43
51.750,0.91,0.77,0.26,0.06,1.53,0.86,0.41
52.000,0.91,0.77,0.26,0.06,1.59,0.91,0.43
52.250,0.91,0.77,0.26,0.06,1.59,0.91,0.43
52.500,0.91,0.77,0.26,0.06,1.59,0.91,0.43
52.750,0.91,0.77,0.26,0.06,1.59,0.91,0.43
53.000,0.91,0.77,0.26,0.06,1.59,0.91,0.43
53.250,0.91,0.77,0.26,0.06,1.59,0.91,0.43
53.500,0.91,0.77,0.26,0.06,1.59,0.91,0.43
53.750,0.91,0.77,0.26,0.06,1.66,0.95,0.45
54.000,0.91,0.77,0.26,0.06,1.59,0.91,0.43
54.250,0.91,0.77,0.26,0.06,1.59,0.91,0.43
54.500,0.91,0.77,0.26,0.06,1.59,0.91,0.43
54.750,0.91,0.77,0.26,0.06,1.59,0.91,0.43
55.000,0.91,0.77,0.26,0.06,1.59,0.91,0.43
55.250,0.91,0.77,0.26,0.06,1.66,0.95,0.45
55.500,0.91,0.77,0.26,0.06,1.59,0.91,0.43
55.750,0.91,0.77,0.26,0.06,1.59,0.91,0.43
56.000,0.91,0.77,0.27,0.06,1.66,0.95,0.45
56.250,0.91,0.77,0.27,0.06,1.59,0.91,0.43
56.500,0.91,0.77,0.27,0.06,1.66,0.95,0.45
56.750,0.91,0.77,0.27,0.06,1.59,0.91,0.43
57.000,0.91,0.77,0.27,0.06,1.66,0.95,0.45
57.250,0.91,0.77,0.27,0.06,1.59,0.91,0.43
57.500,0.91,0.77,0.27,0.06,1.66,0.95,0.45
57.750,0.91,0.77,0.27,0.06,1.66,0.95,0.45
58.000,0.91,0.77,0.27,0.06,1.66,0.95,0.45
58.250,0.91,0.77,0.27,0.06,1.59,0.91,0.43
58.500,0.91,0.77,0.27,0.06,1.66,0.95,0.45
58.750,0.91,0.77,0.27,0.06,1.66,0.95,0.45
59.000,0.91,0.77,0.27,0.06,1.59,0.91,0.43
59.250,0.91,0.77,0.27,0.06,1.66,0.95,0.45
59.500,0.91,0.77,0.27,0.06,1.66,0.95,0.45
59.750,0.91,0.77,0.27,0.06,1.66,0.95,0.45
60.000,0.91,0.77,0.27,0.06,1.66,0.95,0.45
60.250,0.91,0.77,0.27,0.06,1.66,0.95,0.45
60.500,0.91,0.77,0.27,0.06,1.66,0.95,0.45
60.750,0.91,0.77,0.27,0.06,1.66,0.95,0.45
61.000,0.91,0.77,0.27,0.06,1.66,0.95,0.45
61.250,0.91,0.77,0.27,0.06,1.66,0.95,0.45
61.500,0.91,0.77,0.27,0.06,1.66,0.95,0.45
61.750,0.91,0.77,0.27,0.06,1.66,0.95,0.45
62.000,0.91,0.77,0.27,0.06,1.66,0.95,0.45
62.250,0.92,0.77,0.27,0.06,1.66,0.95,0.45
62.500,0.92,0.77,0.27,0.06,1.59,0.91,0.43
62.750,0.91,0.77,0.27,0.06,1.66,0.95,0.45
63.000,0.92,0.77,0.27,0.06,1.66,0.95,0.45
63.250,0.91,0.77,0.27,0.06,1.66,0.95,0.45
63.500,0.92,0.77,0.27,0.06,1.53,0.86,0.41
63.750,0.91,0.77,0.27,0.06,1.66,0.95,0.45
64.000,0.92,0.77,0.27,0.06,1.66,0.95,0.45
64.250,0.92,0.77,0.27,0.06,1.66,0.95,0.45
64.500,0.92,0.77,0.27,0.06,1.66,0.95,0.45
64.750,0.91,0.77,0.27,0.06,1.66,0.95,0.45
65.000,0.92,0.77,0.27,0.06,1.66,0.95,0.45
65.250,0.91,0.77,0.27,0.06,1.66,0.95,0.45
65.500,0.92,0.77,0.27,0.06,1.66,0.95,0.45
65.750,0.92,0.77,0.27,0.06,1.66,0.95,0.45
66.000,0.92,0.77,0.27,0.06,1.66,0.95,0.45
66.250,0.92,0.77,0.28,0.06,1.66,0.95,0.45
66.500,0.92,0.77,0.28,0.06,1.66,0.95,0.45
66.750,0.92,0.77,0.28,0.06,1.66,0.95,0.45
67.000,0.92,0.77,0.28,0.06,1.53,0.86,0.41
67.250,0.92,0.77,0.28,0.06,1.66,0.95,0.45
67.500,0.92,0.77,0.28,0.06,1.66,0.95,0.45
67.750,0.92,0.77,0.28,0.06,1.66,0.95,0.45
68.000,0.92,0.77,0.28,0.06,1.66,0.95,0.45
68.250,0.92,0.77,0.28,0.06,1.66,0.95,0.45
68.500,0.92,0.77,0.28,0.06,1.66,0.95,0.45
68.750,0.92,0.77,0.28,0.06,1.66,0.95,0.45
69.000,0.92,0.77,0.28,0.06,1.66,0.95,0.45
69.250,0.92,0.77,0.28,0.06,1.66,0.95,0.45
69.500,0.92,0.77,0.28,0.06,1.66,0.95,0.45
69.750,0.92,0.77,0.28,0.06,1.59,0.91,0.43
70.000,0.92,0.77,0.28,0.06,1.66,0.95,0.45
70.250,0.92,0.77,0.28,0.06,1.66,0.95,0.45
70.500,0.92,0.77,0.28,0.06,1.66,0.95,0.45
70.750,0.92,0.77,0.28,0.06,1.66,0.95,0.45
71.000,0.92,0.77,0.28,0.06,1.66,0.95,0.45
71.250,0.92,0.77,0.28,0.06,1.66,0.95,0.45
71.500,0.92,0.77,0.28,0.06,1.66,0.95,0.45
71.750,0.92,0.77,0.28,0.06,1.66,0.95,0.45
72.000,0.92,0.77,0.28,0.06,1.66,0.95,0.45
72.250,0.92,0.77,0.28,0.06,1.66,0.95,0.45
72.500,0.92,0.77,0.28,0.06,1.66,0.95,0.45
72.750,0.92,0.77,0.28,0.06,1.66,0.95,0.45
73.000,0.92,0.77,0.28,0.06,1.66,0.95,0.45
73.250,0.92,0.77,0.28,0.06,1.66,0.95,0.45
73.500,0.92,0.77,0.28,0.06,1.66,0.95,0.45
73.750,0.92,0.77,0.28,0.06,1.66,0.95,0.45
74.000,0.92,0.77,0.28,0.06,1.66,0.95,0.45
74.250,0.92,0.77,0.28,0.06,1.66,0.95,0.45
74.500,0.92,0.77,0.28,0.06,1.66,0.95,0.45
74.750,0.92,0.77,0.28,0.06,1.66,0.95,0.45
75.000,0.92,0.77,0.28,0.06,1.66,0.95,0.45
75.250,0.92,0.77,0.28,0.06,1.66,0.95,0.45
75.500,0.92,0.77,0.28,0.06,1.66,0.95,0.45
75.750,0.92,0.77,0.28,0.06,1.66,0.95,0.45
76.000,0.92,0.77,0.28,0.06,1.91,1.15,0.52
76.250,0.92,0.77,0.28,0.06,1.72,1.00,0.46
76.500,0.92,0.77,0.28,0.06,1.66,0.95,0.45
76.750,0.92,0.77,0.28,0.06,1.66,0.95,0.45
77.000,0.92,0.77,0.28,0.06,1.72,1.00,0.46
77.250,0.92,0.77,0.28,0.06,1.66,0.95,0.45
77.500,0.92,0.77,0.28,0.06,1.66,0.95,0.45
77.750,0.92,0.77,0.28,0.06,1.72,1.00,0.46
78.000,0.92,0.77,0.28,0.06,1.66,0.95,0.45
78.250,0.92,0.77,0.28,0.06,1.72,1.00,0.46
78.500,0.92,0.77,0.28,0.06,1.72,1.00,0.46
78.750,0.92,0.77,0.29,0.06,1.72,1.00,0.46
79.000,0.92,0.77,0.29,0.06,1.72,1.00,0.46
79.250,0.92,0.77,0.29,0.06,1.66,0.95,0.45
79.500,0.92,0.77,0.28,0.06,1.72,1.00,0.46
79.750,0.92,0.77,0.29,0.06,1.53,0.86,0.41
80.000,0.92,0.77,0.29,0.06,1.72,1.00,0.46
80.250,0.92,0.77,0.29,0.06,1.66,0.95,0.45
80.500,0.92,0.77,0.29,0.06,1.72,1.00,0.46
80.750,0.92,0.77,0.29,0.06,1.72,1.00,0.46
81.000,0.92,0.77,0.29,0.06,1.72,1.00,0.46
81.250,0.92,0.77,0.29,0.06,1.72,1.00,0.46
81.500,0.92,0.77,0.29,0.06,1.66,0.95,0.45
81.750,0.92,0.77,0.29,0.06,1.72,1.00,0.46
82.000,0.92,0.77,0.29,0.06,1.72,1.00,0.46
82.250,0.92,0.77,0.29,0.06,1.72,1.00,0.46
82.500,0.92,0.77,0.29,0.06,1.72,1.00,0.46
82.750,0.92,0.77,0.29,0.06,1.72,1.00,0.46
83.000,0.92,0.77,0.29,0.06,1.72,1.00,0.46
83.250,0.92,0.77,0.29,0.06,1.72,1.00,0.46
83.500,0.92,0.77,0.29,0.06,1.72,1.00,0.46
83.750,0.92,0.77,0.29,0.06,1.72,1.00,0.46
84.000,0.92,0.77,0.29,0.06,1.72,1.00,0.46
84.250,0.92,0.77,0.29,0.06,1.72,1.00,0.46
84.500,0.92,0.77,0.29,0.06,1.72,1.00,0.46
84.750,0.92,0.77,0.29,0.06,1.72,1.00,0.46
85.000,0.92,0.77,0.29,0.06,1.72,1.00,0.46
85.250,0.92,0.77,0.29,0.06,1.72,1.00,0.46
85.500,0.92,0.77,0.29,0.06,1.72,1.00,0.46
85.750,0.92,0.77,0.29,0.06,1.72,1.00,0.46
86.000,0.92,0.77,0.29,0.06,1.72,1.00,0.46
86.250,0.92,0.77,0.29,0.06,1.72,1.00,0.46
86.500,0.92,0.77,0.29,0.06,1.72,1.00,0.46
86.750,0.92,0.77,0.29,0.06,1.72,1.00,0.46
87.000,0.92,0.77,0.29,0.06,1.72,1.00,0.46
87.250,0.92,0.77,0.29,0.06,1.72,1.00,0.46
87.500,0.92,0.77,0.29,0.06,1.72,1.00,0.46
87.750,0.92,0.77,0.29,0.06,1.72,1.00,0.46
88.000,0.92,0.77,0.29,0.06,1.72,1.00,0.46
88.250,0.92,0.77,0.29,0.06,1.72,1.00,0.46
88.500,0.92,0.78,0.29,0.06,1.72,1.00,0.46
88.750,0.92,0.78,0.29,0.06,1.72,1.00,0.46
89.000,0.92,0.77,0.29,0.06,1.72,1.00,0.46
89.250,0.92,0.77,0.29,0.06,1.72,1.00,0.46
89.500,0.92,0.77,0.29,0.06,1.72,1.00,0.46
89.750,0.92,0.77,0.29,0.06,1.72,1.00,0.46
90.000,0.92,0.77,0.29,0.06,1.72,1.00,0.46
90.250,0.92,0.77,0.29,0.06,1.72,1.00,0.46
90.500,0.92,0.78,0.29,0.06,1.78,1.05,0.48
90.750,0.92,0.77,0.30,0.06,1.59,0.91,0.43
91.000,0.92,0.77,0.30,0.06,1.72,1.00,0.46
91.250,0.92,0.77,0.30,0.06,1.72,1.00,0.46
91.500,0.92,0.77,0.30,0.06,1.72,1.00,0.46
91.750,0.92,0.77,0.30,0.06,2.04,1.25,0.56
92.000,0.92,0.78,0.30,0.06,1.72,1.00,0.46
92.250,0.92,0.77,0.30,0.06,1.72,1.00,0.46
92.500,0.92,0.78,0.30,0.06,1.78,1.05,0.48
92.750,0.92,0.78,0.30,0.06,1.72,1.00,0.46
93.000,0.92,0.78,0.30,0.06,1.72,1.00,0.46
93.250,0.92,0.78,0.30,0.06,1.72,1.00,0.46
93.500,0.92,0.77,0.30,0.06,1.72,1.00,0.46
93.750,0.92,0.78,0.30,0.06,1.78,1.05,0.48
94.000,0.92,0.78,0.30,0.06,1.72,1.00,0.46
94.250,0.92,0.78,0.30,0.06,1.78,1.05,0.48
94.500,0.92,0.78,0.30,0.06,1.78,1.05,0.48
94.750,0.92,0.78,0.30,0.06,1.85,1.10,0.50
95.000,0.92,0.78,0.30,0.06,1.78,1.05,0.48
95.250,0.92,0.78,0.30,0.06,1.72,1.00,0.46
95.500,0.92,0.78,0.30,0.06,1.72,1.00,0.46
95.750,0.92,0.78,0.30,0.06,1.72,1.00,0.46
96.000,0.92,0.77,0.30,0.06,1.72,1.00,0.46
96.250,0.92,0.78,0.30,0.06,1.78,1.05,0.48
96.500,0.92,0.78,0.30,0.06,1.72,1.00,0.46
96.750,0.92,0.78,0.30,0.06,1.78,1.05,0.48
97.000,0.93,0.78,0.30,0.06,1.78,1.05,0.48
97.250,0.92,0.78,0.30,0.06,1.78,1.05,0.48
97.500,0.92,0.78,0.30,0.06,1.78,1.05,0.48
97.750,0.92,0.78,0.30,0.06,1.72,1.00,0.46
98.000,0.93,0.78,0.30,0.06,1.78,1.05,0.48
98.250,0.93,0.78,0.30,0.06,1.78,1.05,0.48
98.500,0.92,0.78,0.30,0.06,1.78,1.05,0.48
98.750,0.92,0.78,0.30,0.06,1.78,1.05,0.48
99.000,0.93,0.78,0.30,0.06,1.78,1.05,0.48
99.250,0.93,0.78,0.30,0.06,1.78,1.05,0.48
99.500,0.92,0.78,0.30,0.06,1.78,1.05,0.48
99.750,0.93,0.78,0.30,0.06,1.78,1.05,0.48
100.000,0.93,0.78,0.30,0.06,1.78,1.05,0.48
100.250,0.93,0.78,0.30,0.06,1.78,1.05,0.48
100.500,0.93,0.78,0.30,0.06,1.78,1.05,0.48
100.750,0.93,0.78,0.30,0.06,1.78,1.05,0.48
101.000,0.93,0.78,0.30,0.06,1.78,1.05,0.48
101.250,0.93,0.78,0.30,0.06,1.78,1.05,0.48
101.500,0.93,0.78,0.30,0.06,1.78,1.05,0.48
101.750,0.93,0.78,0.30,0.06,2.11,1.30,0.58
102.000,0.93,0.78,0.30,0.06,1.78,1.05,0.48
102.250,0.93,0.78,0.30,0.06,1.72,1.00,0.46
102.500,0.93,0.78,0.30,0.06,1.78,1.05,0.48
102.750,0.93,0.78,0.30,0.06,1.78,1.05,0.48
103.000,0.93,0.78,0.30,0.06,1.78,1.05,0.48
103.250,0.93,0.78,0.30,0.06,1.78,1.05,0.48
103.500,0.93,0.78,0.30,0.06,1.78,1.05,0.48
103.750,0.93,0.78,0.30,0.06,1.78,1.05,0.48
104.000,0.93,0.78,0.30,0.06,1.78,1.05,0.48
104.250,0.93,0.78,0.30,0.06,1.78,1.05,0.48
104.500,0.93,0.78,0.30,0.06,1.78,1.05,0.48
104.750,0.93,0.78,0.30,0.06,1.78,1.05,0.48
105.000,0.93,0.78,0.31,0.06,1.85,1.10,0.50
105.250,0.93,0.78,0.30,0.06,1.78,1.05,0.48
105.500,0.93,0.78,0.31,0.06,1.78,1.05,0.48
105.750,0.93,0.78,0.31,0.06,1.78,1.05,0.48
106.000,0.93,0.78,0.31,0.06,1.78,1.05,0.48
106.250,0.93,0.78,0.30,0.06,1.78,1.05,0.48
106.500,0.93,0.78,0.31,0.06,1.78,1.05,0.48
106.750,0.93,0.78,0.31,0.06,1.78,1.05,0.48
107.000,0.93,0.78,0.31,0.06,1.78,1.05,0.48
107.250,0.93,0.78,0.31,0.06,1.78,1.05,0.48
107.500,0.93,0.78,0.31,0.06,1.78,1.05,0.48
107.750,0.93,0.78,0.31,0.06,1.78,1.05,0.48
