Time (s),NO2 Sensor,Ethanol Sensor,VOC Sensor,CO Sensor,MiCS CO,MiCS Ethanol,MiCS VOC
0,0.97,0.86,0.3,0.05,3.32,2.37,0.98
0.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
0.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
0.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
1,0.97,0.86,0.3,0.05,3.32,2.37,0.98
1.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
1.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
1.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
2,0.97,0.86,0.3,0.05,3.32,2.37,0.98
2.25,0.97,0.85,0.3,0.05,3.42,2.45,1.01
2.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
2.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
3,0.97,0.86,0.3,0.05,3.32,2.37,0.98
3.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
3.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
3.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
4,0.97,0.86,0.3,0.05,3.32,2.37,0.98
4.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
4.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
4.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
5.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
5.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
5.75,0.97,0.85,0.3,0.05,3.32,2.37,0.98
6,0.97,0.86,0.3,0.05,3.32,2.37,0.98
6.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
6.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
6.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
7,0.97,0.86,0.3,0.05,3.42,2.45,1.01
7.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
7.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
7.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
8,0.97,0.86,0.3,0.05,3.42,2.45,1.01
8.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
8.5,0.97,0.86,0.3,0.05,3.61,2.63,1.07
8.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
9,0.97,0.86,0.3,0.05,3.23,2.28,0.95
9.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
9.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
9.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
10,0.97,0.86,0.3,0.05,3.32,2.37,0.98
10.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
10.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
10.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
11,0.97,0.86,0.3,0.05,3.32,2.37,0.98
11.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
11.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
11.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
12,0.97,0.86,0.3,0.05,3.32,2.37,0.98
12.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
12.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
12.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
13,0.97,0.86,0.3,0.05,3.32,2.37,0.98
13.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
13.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
13.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
14,0.97,0.86,0.3,0.05,3.32,2.37,0.98
14.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
14.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
14.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
15,0.97,0.86,0.3,0.05,3.32,2.37,0.98
15.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
15.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
15.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
16,0.97,0.86,0.3,0.05,3.32,2.37,0.98
16.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
16.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
16.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
17,0.97,0.86,0.3,0.05,3.32,2.37,0.98
17.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
17.5,0.97,0.86,0.3,0.05,3.04,2.11,0.89
17.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
18,0.97,0.86,0.3,0.05,3.32,2.37,0.98
18.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
18.5,0.97,0.86,0.3,0.05,3.51,2.54,1.04
18.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
19,0.97,0.86,0.3,0.05,3.23,2.28,0.95
19.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
19.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
19.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
20,0.97,0.86,0.3,0.05,3.32,2.37,0.98
20.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
20.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
20.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
21,0.97,0.86,0.3,0.05,3.23,2.28,0.95
21.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
21.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
21.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
22,0.97,0.86,0.3,0.05,3.32,2.37,0.98
22.25,0.97,0.86,0.3,0.05,3.13,2.19,0.92
22.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
22.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
23,0.97,0.86,0.3,0.05,3.23,2.28,0.95
23.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
23.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
23.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
24,0.97,0.86,0.3,0.05,3.23,2.28,0.95
24.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
24.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
24.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
25.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
25.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
25.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
26,0.97,0.86,0.3,0.05,3.23,2.28,0.95
26.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
26.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
26.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
27,0.97,0.86,0.3,0.05,3.23,2.28,0.95
27.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
27.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
27.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
28,0.97,0.86,0.3,0.05,3.23,2.28,0.95
28.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
28.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
28.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
29,0.97,0.86,0.3,0.05,3.23,2.28,0.95
29.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
29.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
29.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
30,0.97,0.86,0.3,0.05,3.23,2.28,0.95
30.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
30.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
30.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
31,0.97,0.86,0.3,0.05,3.23,2.28,0.95
31.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
31.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
31.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
32,0.97,0.86,0.3,0.05,3.23,2.28,0.95
32.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
32.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
32.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
33,0.97,0.86,0.3,0.05,3.23,2.28,0.95
33.25,0.97,0.86,0.3,0.05,3.42,2.45,1.01
33.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
33.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
34,0.97,0.86,0.3,0.05,3.23,2.28,0.95
34.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
34.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
34.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
35,0.97,0.86,0.3,0.05,3.23,2.28,0.95
35.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
35.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
35.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
36,0.97,0.86,0.3,0.05,3.23,2.28,0.95
36.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
36.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
36.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
37,0.97,0.86,0.3,0.05,3.23,2.28,0.95
37.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
37.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
37.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
38,0.97,0.86,0.3,0.05,3.23,2.28,0.95
38.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
38.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
38.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
39,0.97,0.86,0.3,0.05,3.23,2.28,0.95
39.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
39.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
39.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
40,0.97,0.86,0.3,0.05,3.23,2.28,0.95
40.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
40.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
40.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
41,0.97,0.86,0.3,0.05,3.23,2.28,0.95
41.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
41.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
41.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
42,0.97,0.86,0.3,0.05,3.23,2.28,0.95
42.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
42.5,0.97,0.86,0.3,0.05,3.13,2.19,0.92
42.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
43,0.97,0.86,0.3,0.05,3.23,2.28,0.95
43.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
43.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
43.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
44,0.97,0.86,0.3,0.05,3.23,2.28,0.95
44.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
44.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
44.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
45,0.97,0.86,0.3,0.05,3.23,2.28,0.95
45.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
45.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
45.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
46,0.97,0.86,0.3,0.05,3.23,2.28,0.95
46.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
46.5,0.97,0.86,0.3,0.05,3.23,2.28,0.95
46.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
47,0.97,0.86,0.3,0.05,3.23,2.28,0.95
47.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
47.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
47.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
48,0.97,0.86,0.3,0.05,3.32,2.37,0.98
48.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
48.5,0.97,0.86,0.3,0.05,3.61,2.63,1.07
48.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
49,0.97,0.86,0.3,0.05,3.32,2.37,0.98
49.25,0.97,0.86,0.3,0.05,3.51,2.54,1.04
49.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
49.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
50,0.97,0.86,0.3,0.05,3.32,2.37,0.98
50.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
50.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
50.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
51,0.97,0.86,0.3,0.05,3.32,2.37,0.98
51.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
51.5,0.98,0.86,0.3,0.05,3.32,2.37,0.98
51.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
52,0.97,0.86,0.3,0.05,3.32,2.37,0.98
52.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
52.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
52.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
53,0.97,0.86,0.3,0.05,3.32,2.37,0.98
53.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
53.5,0.98,0.86,0.3,0.05,3.23,2.28,0.95
53.75,0.98,0.86,0.3,0.05,3.32,2.37,0.98
54,0.97,0.86,0.3,0.05,3.32,2.37,0.98
54.25,0.98,0.86,0.3,0.05,3.32,2.37,0.98
54.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
54.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
55,0.97,0.86,0.3,0.05,3.32,2.37,0.98
55.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
55.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
55.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
56,0.97,0.86,0.3,0.05,3.32,2.37,0.98
56.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
56.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
56.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
57,0.97,0.86,0.3,0.05,3.32,2.37,0.98
57.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
57.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
57.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
58,0.97,0.86,0.3,0.05,3.32,2.37,0.98
58.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
58.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
58.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
59,0.97,0.86,0.3,0.05,3.61,2.63,1.07
59.25,0.97,0.86,0.3,0.05,3.23,2.28,0.95
59.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
59.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
60,0.97,0.86,0.3,0.05,3.32,2.37,0.98
60.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
60.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
60.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
61,0.97,0.86,0.3,0.05,3.32,2.37,0.98
61.25,0.98,0.86,0.3,0.05,3.32,2.37,0.98
61.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
61.75,0.97,0.86,0.3,0.05,3.51,2.54,1.04
62,0.98,0.86,0.3,0.05,3.23,2.28,0.95
62.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
62.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
62.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
63,0.98,0.86,0.3,0.05,3.32,2.37,0.98
63.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
63.5,0.98,0.86,0.3,0.05,3.32,2.37,0.98
63.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
64,0.98,0.86,0.3,0.05,3.32,2.37,0.98
64.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
64.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
64.75,0.98,0.86,0.3,0.05,3.32,2.37,0.98
65,0.98,0.86,0.3,0.05,3.32,2.37,0.98
65.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
65.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
65.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
66,0.97,0.86,0.3,0.05,3.32,2.37,0.98
66.25,0.98,0.86,0.3,0.05,3.42,2.45,1.01
66.5,0.98,0.86,0.3,0.05,3.32,2.37,0.98
66.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
67,0.97,0.86,0.3,0.05,3.32,2.37,0.98
67.25,0.98,0.86,0.3,0.05,3.32,2.37,0.98
67.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
67.75,0.98,0.86,0.3,0.05,3.32,2.37,0.98
68,0.97,0.86,0.3,0.05,3.32,2.37,0.98
68.25,0.98,0.86,0.3,0.05,3.32,2.37,0.98
68.5,0.98,0.86,0.3,0.05,3.32,2.37,0.98
68.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
69,0.97,0.86,0.3,0.05,3.32,2.37,0.98
69.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
69.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
69.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
70,0.98,0.86,0.3,0.05,3.32,2.37,0.98
70.25,0.98,0.86,0.3,0.05,3.42,2.45,1.01
70.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
70.75,0.98,0.86,0.3,0.05,3.32,2.37,0.98
71,0.97,0.86,0.3,0.05,3.32,2.37,0.98
71.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
71.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
71.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
72,0.97,0.86,0.3,0.05,3.32,2.37,0.98
72.25,0.97,0.86,0.3,0.05,3.42,2.45,1.01
72.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
72.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
73,0.97,0.86,0.3,0.05,3.32,2.37,0.98
73.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
73.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
73.75,0.97,0.86,0.3,0.05,3.42,2.45,1.01
74,0.97,0.86,0.3,0.05,3.32,2.37,0.98
74.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
74.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
74.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
75.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
75.5,0.98,0.86,0.3,0.05,3.32,2.37,0.98
75.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
76,0.97,0.86,0.3,0.05,3.32,2.37,0.98
76.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
76.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
76.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
77,0.98,0.86,0.3,0.05,3.32,2.37,0.98
77.25,0.98,0.86,0.3,0.05,3.32,2.37,0.98
77.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
77.75,0.98,0.86,0.3,0.05,3.32,2.37,0.98
78,0.97,0.86,0.3,0.05,3.32,2.37,0.98
78.25,0.98,0.86,0.3,0.05,3.32,2.37,0.98
78.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
78.75,0.97,0.86,0.3,0.05,3.42,2.45,1.01
79,0.97,0.86,0.3,0.05,3.32,2.37,0.98
79.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
79.5,0.97,0.86,0.3,0.05,3.7,2.73,1.11
79.75,0.97,0.86,0.3,0.05,3.23,2.28,0.95
80,0.98,0.86,0.3,0.05,3.32,2.37,0.98
80.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
80.5,0.98,0.86,0.3,0.05,3.42,2.45,1.01
80.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
81,0.98,0.86,0.3,0.05,3.32,2.37,0.98
81.25,0.98,0.86,0.3,0.05,3.32,2.37,0.98
81.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
81.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
82,0.98,0.86,0.3,0.05,3.32,2.37,0.98
82.25,0.98,0.86,0.3,0.05,3.32,2.37,0.98
82.5,0.98,0.86,0.3,0.05,3.32,2.37,0.98
82.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
83,0.97,0.86,0.3,0.05,3.32,2.37,0.98
83.25,0.97,0.86,0.3,0.05,3.42,2.45,1.01
83.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
83.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
84,0.97,0.86,0.3,0.05,3.32,2.37,0.98
84.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
84.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
84.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
85,0.97,0.86,0.3,0.05,3.42,2.45,1.01
85.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
85.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
85.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
86,0.97,0.86,0.3,0.05,3.42,2.45,1.01
86.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
86.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
86.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
87,0.97,0.86,0.3,0.05,3.32,2.37,0.98
87.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
87.5,0.98,0.86,0.3,0.05,3.32,2.37,0.98
87.75,0.98,0.86,0.3,0.05,3.32,2.37,0.98
88,0.97,0.86,0.3,0.05,3.32,2.37,0.98
88.25,0.98,0.86,0.3,0.05,3.42,2.45,1.01
88.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
88.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
89,0.97,0.86,0.3,0.05,3.32,2.37,0.98
89.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
89.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
89.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
90,0.97,0.86,0.3,0.05,3.32,2.37,0.98
90.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
90.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
90.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
91,0.97,0.86,0.3,0.05,3.32,2.37,0.98
91.25,0.98,0.86,0.3,0.05,3.32,2.37,0.98
91.5,0.97,0.86,0.3,0.05,3.42,2.45,1.01
91.75,0.98,0.86,0.3,0.05,3.42,2.45,1.01
92,0.97,0.86,0.3,0.05,3.32,2.37,0.98
92.25,0.97,0.86,0.3,0.05,3.32,2.37,0.98
92.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
92.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
93,0.98,0.86,0.3,0.05,3.32,2.37,0.98
93.25,0.98,0.86,0.3,0.05,3.42,2.45,1.01
93.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
93.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
94,0.98,0.86,0.3,0.05,3.32,2.37,0.98
94.25,0.97,0.86,0.3,0.05,3.42,2.45,1.01
94.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
94.75,0.98,0.86,0.3,0.05,3.32,2.37,0.98
95,0.97,0.86,0.3,0.05,3.32,2.37,0.98
95.25,0.98,0.86,0.3,0.05,3.32,2.37,0.98
95.5,0.98,0.86,0.3,0.05,3.42,2.45,1.01
95.75,0.98,0.86,0.3,0.05,3.42,2.45,1.01
96,0.97,0.86,0.3,0.05,3.42,2.45,1.01
96.25,0.98,0.86,0.3,0.05,3.32,2.37,0.98
96.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
96.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
97,0.97,0.86,0.3,0.05,3.32,2.37,0.98
97.25,0.97,0.86,0.3,0.05,3.8,2.82,1.14
97.5,0.97,0.86,0.3,0.05,3.32,2.37,0.98
97.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
98,0.97,0.86,0.3,0.05,3.32,2.37,0.98
98.25,0.98,0.86,0.3,0.05,3.32,2.37,0.98
98.5,0.98,0.86,0.3,0.05,3.42,2.45,1.01
98.75,0.98,0.86,0.3,0.05,3.32,2.37,0.98
99,0.98,0.86,0.3,0.05,3.32,2.37,0.98
99.25,0.98,0.86,0.3,0.05,3.42,2.45,1.01
99.5,0.98,0.86,0.31,0.05,3.32,2.37,0.98
99.75,0.97,0.86,0.3,0.05,3.32,2.37,0.98
100,0.98,0.86,0.31,0.05,3.42,2.45,1.01
100.25,0.98,0.86,0.3,0.05,3.42,2.45,1.01
100.5,0.98,0.86,0.31,0.05,3.42,2.45,1.01
100.75,0.98,0.86,0.3,0.05,3.32,2.37,0.98
101,0.97,0.86,0.3,0.05,3.42,2.45,1.01
101.25,0.98,0.86,0.31,0.05,3.32,2.37,0.98
101.5,0.97,0.86,0.31,0.05,3.32,2.37,0.98
101.75,0.98,0.86,0.31,0.05,3.32,2.37,0.98
102,0.97,0.86,0.3,0.05,3.32,2.37,0.98
102.25,0.98,0.86,0.3,0.05,3.32,2.37,0.98
102.5,0.97,0.86,0.31,0.05,3.23,2.28,0.95
102.75,0.98,0.86,0.31,0.05,3.42,2.45,1.01
103,0.98,0.86,0.3,0.05,3.32,2.37,0.98
103.25,0.97,0.86,0.31,0.05,3.32,2.37,0.98
103.5,0.98,0.86,0.31,0.05,3.32,2.37,0.98
103.75,0.97,0.86,0.31,0.05,3.42,2.45,1.01
104,0.97,0.86,0.3,0.05,3.42,2.45,1.01
104.25,0.98,0.86,0.31,0.05,3.32,2.37,0.98
104.5,0.98,0.86,0.31,0.05,3.42,2.45,1.01
104.75,0.98,0.86,0.3,0.05,3.42,2.45,1.01
105,0.98,0.86,0.31,0.05,3.32,2.37,0.98
105.25,0.98,0.86,0.31,0.05,3.23,2.28,0.95
105.5,0.97,0.86,0.31,0.05,3.32,2.37,0.98
105.75,0.98,0.86,0.31,0.05,3.42,2.45,1.01
106,0.98,0.86,0.31,0.05,3.42,2.45,1.01
106.25,0.97,0.86,0.31,0.05,3.42,2.45,1.01
106.5,0.98,0.86,0.31,0.05,3.42,2.45,1.01
106.75,0.98,0.86,0.31,0.05,3.42,2.45,1.01
107,0.97,0.86,0.31,0.05,3.42,2.45,1.01
107.25,0.98,0.86,0.3,0.05,3.32,2.37,0.98
107.5,0.97,0.86,0.31,0.05,3.32,2.37,0.98
107.75,0.97,0.86,0.31,0.05,3.32,2.37,0.98
108,0.97,0.86,0.31,0.05,3.32,2.37,0.98
108.25,0.98,0.86,0.31,0.05,3.32,2.37,0.98
108.5,0.98,0.86,0.31,0.05,3.32,2.37,0.98
108.75,0.97,0.86,0.31,0.05,3.32,2.37,0.98
109,0.98,0.86,0.31,0.05,3.32,2.37,0.98
109.25,0.97,0.86,0.31,0.05,3.32,2.37,0.98
109.5,0.98,0.86,0.31,0.05,3.32,2.37,0.98
109.75,0.98,0.86,0.31,0.05,3.42,2.45,1.01
110,0.98,0.86,0.31,0.05,3.42,2.45,1.01
110.25,0.98,0.86,0.31,0.05,3.42,2.45,1.01
